	S.Agona_03	S.Agona_01	S.Enteritidis_04	S.Agona_02	S.GoldCoast_02	S.Enteritidis_03	S.GoldCoast_03	S.Enteritidis_01	S.GoldCoast_01	S.Enteritidis_02
ybaL	dae451b5f618dfff191b93b85f62665aae8f3c871401f965cbd3ad57445bf1b2	dae451b5f618dfff191b93b85f62665aae8f3c871401f965cbd3ad57445bf1b2	e89368422a54cc273748628f029d76dfd1f97356468d05d97db789b0257626bc	dae451b5f618dfff191b93b85f62665aae8f3c871401f965cbd3ad57445bf1b2	7f9e89e90c113bb369fed0277a6d92882fa537bfac605e35ec3ce61cc5a17bf5	e89368422a54cc273748628f029d76dfd1f97356468d05d97db789b0257626bc	7f9e89e90c113bb369fed0277a6d92882fa537bfac605e35ec3ce61cc5a17bf5	e89368422a54cc273748628f029d76dfd1f97356468d05d97db789b0257626bc	7f9e89e90c113bb369fed0277a6d92882fa537bfac605e35ec3ce61cc5a17bf5	e89368422a54cc273748628f029d76dfd1f97356468d05d97db789b0257626bc
ybaN	9bed02ac49ca767161bfbe3d2339ee159c252031ccda99c340c47a19f7c64a0f	9bed02ac49ca767161bfbe3d2339ee159c252031ccda99c340c47a19f7c64a0f	1fdc5a9f2c6b0e22d7042baa5a1904e6309c18be40589655fc22e96df12d265b	9bed02ac49ca767161bfbe3d2339ee159c252031ccda99c340c47a19f7c64a0f	759a454663dcbf678e16d6e98fedb82e09cdb421716dc0a239a7f9439cb3d5a2	1fdc5a9f2c6b0e22d7042baa5a1904e6309c18be40589655fc22e96df12d265b	759a454663dcbf678e16d6e98fedb82e09cdb421716dc0a239a7f9439cb3d5a2	1fdc5a9f2c6b0e22d7042baa5a1904e6309c18be40589655fc22e96df12d265b	759a454663dcbf678e16d6e98fedb82e09cdb421716dc0a239a7f9439cb3d5a2	1fdc5a9f2c6b0e22d7042baa5a1904e6309c18be40589655fc22e96df12d265b
ybaY	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	5d8e0d25908ae973ba83d4485cb7f0f21b1904c1d0c35ff6db4e94a403fc30e6	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	5d8e0d25908ae973ba83d4485cb7f0f21b1904c1d0c35ff6db4e94a403fc30e6	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab	5d8e0d25908ae973ba83d4485cb7f0f21b1904c1d0c35ff6db4e94a403fc30e6	56d4bd9e0197f1967c55babc89eca681f1f1cfa893d2df3d8fac43fb051827ab
ybbJ	0d30cb8fc1686a89182e3623828f1097c70a0bf0b484155711e2e7f7d0d9fb6b	0d30cb8fc1686a89182e3623828f1097c70a0bf0b484155711e2e7f7d0d9fb6b	f8e79a9a686a2045e5571d739088e2de9f40815f54c34ddb2034774bcd282966	0d30cb8fc1686a89182e3623828f1097c70a0bf0b484155711e2e7f7d0d9fb6b	3c4f3879c1b70643c45d972167461caf4b81c92b68b2a26aeac28c7ed188f81e	f8e79a9a686a2045e5571d739088e2de9f40815f54c34ddb2034774bcd282966	3c4f3879c1b70643c45d972167461caf4b81c92b68b2a26aeac28c7ed188f81e	f8e79a9a686a2045e5571d739088e2de9f40815f54c34ddb2034774bcd282966	3c4f3879c1b70643c45d972167461caf4b81c92b68b2a26aeac28c7ed188f81e	f8e79a9a686a2045e5571d739088e2de9f40815f54c34ddb2034774bcd282966
ybbN	db9fd2fbb91c3ef15053f0d19ae968566bff293324ccc2a002d7a3df1f266bcd	db9fd2fbb91c3ef15053f0d19ae968566bff293324ccc2a002d7a3df1f266bcd	79b1660c37318bc07ff1487b3f147c334a605d89d6dd34e8b69eecc77228cad2	db9fd2fbb91c3ef15053f0d19ae968566bff293324ccc2a002d7a3df1f266bcd	eabcc36be8fd55315f82b6de9c79e85da196ab77e618f52bdd1940149907255d	79b1660c37318bc07ff1487b3f147c334a605d89d6dd34e8b69eecc77228cad2	eabcc36be8fd55315f82b6de9c79e85da196ab77e618f52bdd1940149907255d	79b1660c37318bc07ff1487b3f147c334a605d89d6dd34e8b69eecc77228cad2	eabcc36be8fd55315f82b6de9c79e85da196ab77e618f52bdd1940149907255d	79b1660c37318bc07ff1487b3f147c334a605d89d6dd34e8b69eecc77228cad2
ybcI	1e15c627e6ad044b2cb439645d5ecc1a6f0eb8ea46f13d27c70a77a57dc38caf	1e15c627e6ad044b2cb439645d5ecc1a6f0eb8ea46f13d27c70a77a57dc38caf	627fc5b30e01f2ea8915095edc4dd1a77dd3982c20d72bfc53c5d6b157fe66f2	1e15c627e6ad044b2cb439645d5ecc1a6f0eb8ea46f13d27c70a77a57dc38caf	43f406f15dababa9e1957bf46a7f64d91c666e822e07faf187c8b36e7ab4aa6f	627fc5b30e01f2ea8915095edc4dd1a77dd3982c20d72bfc53c5d6b157fe66f2	43f406f15dababa9e1957bf46a7f64d91c666e822e07faf187c8b36e7ab4aa6f	627fc5b30e01f2ea8915095edc4dd1a77dd3982c20d72bfc53c5d6b157fe66f2	43f406f15dababa9e1957bf46a7f64d91c666e822e07faf187c8b36e7ab4aa6f	627fc5b30e01f2ea8915095edc4dd1a77dd3982c20d72bfc53c5d6b157fe66f2
ybcJ	400477dfa5db164e816b70e7cf9ef23c81ad9e498562bb40e53d53a8e8eef31d	400477dfa5db164e816b70e7cf9ef23c81ad9e498562bb40e53d53a8e8eef31d	fd3f7478364ac5394073d3d48534a68a5c05b76c036ca5970f7993387538b9ff	400477dfa5db164e816b70e7cf9ef23c81ad9e498562bb40e53d53a8e8eef31d	70b14884fe7c65546fdcf76145c8140945941ba2f0cc50076ab4263b5f33f0b5	fd3f7478364ac5394073d3d48534a68a5c05b76c036ca5970f7993387538b9ff	70b14884fe7c65546fdcf76145c8140945941ba2f0cc50076ab4263b5f33f0b5	fd3f7478364ac5394073d3d48534a68a5c05b76c036ca5970f7993387538b9ff	70b14884fe7c65546fdcf76145c8140945941ba2f0cc50076ab4263b5f33f0b5	fd3f7478364ac5394073d3d48534a68a5c05b76c036ca5970f7993387538b9ff
ybdG	651726825450f8e4c417daf86d2c9bb9999d856116f6cb25f70acab895e74087	651726825450f8e4c417daf86d2c9bb9999d856116f6cb25f70acab895e74087	4b316c6306f9db55b7fddc22bf99723a538e01de6cfa84d1048c0fc4b2967a5e	651726825450f8e4c417daf86d2c9bb9999d856116f6cb25f70acab895e74087	042a546a8aa59a3a2572acf44193ac73ba0682ae6ea54790b3d832f44be31fa8	4b316c6306f9db55b7fddc22bf99723a538e01de6cfa84d1048c0fc4b2967a5e	042a546a8aa59a3a2572acf44193ac73ba0682ae6ea54790b3d832f44be31fa8	4b316c6306f9db55b7fddc22bf99723a538e01de6cfa84d1048c0fc4b2967a5e	042a546a8aa59a3a2572acf44193ac73ba0682ae6ea54790b3d832f44be31fa8	4b316c6306f9db55b7fddc22bf99723a538e01de6cfa84d1048c0fc4b2967a5e
ybdK	84aaf6857dbf8e81d398db2f6f6c6491cc88d48765e2776e42cddf2d97e5f54a	84aaf6857dbf8e81d398db2f6f6c6491cc88d48765e2776e42cddf2d97e5f54a	f85265b56e622d9bed79d169eddabf68e9ed0bf7aab7ed65e060f032cbc676fa	84aaf6857dbf8e81d398db2f6f6c6491cc88d48765e2776e42cddf2d97e5f54a	b28dbdc389d3b2ddc220bb83f195286b0258692e65b7d0c2dc8943eca2fce7b4	f85265b56e622d9bed79d169eddabf68e9ed0bf7aab7ed65e060f032cbc676fa	b28dbdc389d3b2ddc220bb83f195286b0258692e65b7d0c2dc8943eca2fce7b4	f85265b56e622d9bed79d169eddabf68e9ed0bf7aab7ed65e060f032cbc676fa	b28dbdc389d3b2ddc220bb83f195286b0258692e65b7d0c2dc8943eca2fce7b4	f85265b56e622d9bed79d169eddabf68e9ed0bf7aab7ed65e060f032cbc676fa
ybdL	a0899b7d59f977b05f403a0b0ad288f4e0e09cad893578909bbeca81cb02fc3e	a0899b7d59f977b05f403a0b0ad288f4e0e09cad893578909bbeca81cb02fc3e	fc887c19ff928ea33d6b6934bf572f6209db6d75f31fca27e55dec57eee2f293	a0899b7d59f977b05f403a0b0ad288f4e0e09cad893578909bbeca81cb02fc3e	b5893aef3be587b2359a2f27b921d3540e8d8e3ef42f6880056a2c58238ce570	fc887c19ff928ea33d6b6934bf572f6209db6d75f31fca27e55dec57eee2f293	b5893aef3be587b2359a2f27b921d3540e8d8e3ef42f6880056a2c58238ce570	fc887c19ff928ea33d6b6934bf572f6209db6d75f31fca27e55dec57eee2f293	b5893aef3be587b2359a2f27b921d3540e8d8e3ef42f6880056a2c58238ce570	fc887c19ff928ea33d6b6934bf572f6209db6d75f31fca27e55dec57eee2f293
ybdM	78d5f1bd638e0ebc716b3ce137746382232cb71f39d166fdc3aafc953d695a4e	78d5f1bd638e0ebc716b3ce137746382232cb71f39d166fdc3aafc953d695a4e	824874d1dc2f171c5648c271877469b825fa31edb0e824cc3bc205be68e80352	78d5f1bd638e0ebc716b3ce137746382232cb71f39d166fdc3aafc953d695a4e	b72c46c48441beca7fcd27d8dd206b53bf755c5629d907d51393ab62b8b43356	824874d1dc2f171c5648c271877469b825fa31edb0e824cc3bc205be68e80352	b72c46c48441beca7fcd27d8dd206b53bf755c5629d907d51393ab62b8b43356	824874d1dc2f171c5648c271877469b825fa31edb0e824cc3bc205be68e80352	b72c46c48441beca7fcd27d8dd206b53bf755c5629d907d51393ab62b8b43356	824874d1dc2f171c5648c271877469b825fa31edb0e824cc3bc205be68e80352
ybdO_1	87fc16c70295c159553b5b843b965fea6d3b4b2099cce361854dc31248450b7c	87fc16c70295c159553b5b843b965fea6d3b4b2099cce361854dc31248450b7c	bd2ed19cf097ef9227804f1beb7b5098e2aca8a3e027b36093b5054f4f33bb63	87fc16c70295c159553b5b843b965fea6d3b4b2099cce361854dc31248450b7c	c91d1bcb9f4d214f81c0dd7c2ce3fb0f63ad33efde8f489ab47635f22c55adef	bd2ed19cf097ef9227804f1beb7b5098e2aca8a3e027b36093b5054f4f33bb63	c91d1bcb9f4d214f81c0dd7c2ce3fb0f63ad33efde8f489ab47635f22c55adef	bd2ed19cf097ef9227804f1beb7b5098e2aca8a3e027b36093b5054f4f33bb63	c91d1bcb9f4d214f81c0dd7c2ce3fb0f63ad33efde8f489ab47635f22c55adef	bd2ed19cf097ef9227804f1beb7b5098e2aca8a3e027b36093b5054f4f33bb63
ybdO_3	d55dfa72bc044d58811e7f8733d9a6a7fa1410a3394e88faf80d26fbd45f18b1	d55dfa72bc044d58811e7f8733d9a6a7fa1410a3394e88faf80d26fbd45f18b1	24853516da36dbb028b1fc1e81b7a9e212474d8c8e0f11f49a5d3d20d11ede24	d55dfa72bc044d58811e7f8733d9a6a7fa1410a3394e88faf80d26fbd45f18b1	6aec02ffa52c99b671862d9520528dca6fba7d91d361b61788cf715a04920b57	24853516da36dbb028b1fc1e81b7a9e212474d8c8e0f11f49a5d3d20d11ede24	6aec02ffa52c99b671862d9520528dca6fba7d91d361b61788cf715a04920b57	24853516da36dbb028b1fc1e81b7a9e212474d8c8e0f11f49a5d3d20d11ede24	6aec02ffa52c99b671862d9520528dca6fba7d91d361b61788cf715a04920b57	24853516da36dbb028b1fc1e81b7a9e212474d8c8e0f11f49a5d3d20d11ede24
ybdO_4			18de36cdb8c87db246d6c90620094e6f045fc800c147dd1e307df205566b8d0d		219c811884b6fe519819b445ca61bd863a3281352d3e2ce7807b0c8414454656	18de36cdb8c87db246d6c90620094e6f045fc800c147dd1e307df205566b8d0d	219c811884b6fe519819b445ca61bd863a3281352d3e2ce7807b0c8414454656	18de36cdb8c87db246d6c90620094e6f045fc800c147dd1e307df205566b8d0d	219c811884b6fe519819b445ca61bd863a3281352d3e2ce7807b0c8414454656	18de36cdb8c87db246d6c90620094e6f045fc800c147dd1e307df205566b8d0d
ybdZ	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	a11106087dd52006a6e9545d00e39f4bfcca1ef9cf4eab04fd93ee60fcb1b257	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	a11106087dd52006a6e9545d00e39f4bfcca1ef9cf4eab04fd93ee60fcb1b257	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	a11106087dd52006a6e9545d00e39f4bfcca1ef9cf4eab04fd93ee60fcb1b257	cdf82bffe4ab338886bb6c80458e16b25d92535f1ad09e4c46a8383b8149733a	a11106087dd52006a6e9545d00e39f4bfcca1ef9cf4eab04fd93ee60fcb1b257
ybeM	1cc44caec4fe08757b6f65eeab69f7b72a35dff912f9e094892a29978b26038f	1cc44caec4fe08757b6f65eeab69f7b72a35dff912f9e094892a29978b26038f	97f9c01c309c8405f284f820338d4aafebc96601bb4fd9ee31a786615695e7b4	1cc44caec4fe08757b6f65eeab69f7b72a35dff912f9e094892a29978b26038f	6ac374ab2ae5af959de22e4f4379175ad50e3629b499440a1d86492b1b9fb74d	97f9c01c309c8405f284f820338d4aafebc96601bb4fd9ee31a786615695e7b4	6ac374ab2ae5af959de22e4f4379175ad50e3629b499440a1d86492b1b9fb74d	97f9c01c309c8405f284f820338d4aafebc96601bb4fd9ee31a786615695e7b4	6ac374ab2ae5af959de22e4f4379175ad50e3629b499440a1d86492b1b9fb74d	97f9c01c309c8405f284f820338d4aafebc96601bb4fd9ee31a786615695e7b4
ybeY	01221391dbfd38c33dd2f418fb114b2f015ef81a21ad9a0df81ffde14cdf8051	01221391dbfd38c33dd2f418fb114b2f015ef81a21ad9a0df81ffde14cdf8051	0ddd1d4b6d49b0e3a61a96d77db7a9d8369a248f5d0b8f4dd9171151be4a2eb1	01221391dbfd38c33dd2f418fb114b2f015ef81a21ad9a0df81ffde14cdf8051	7745b2adff6f1971d0a395c5deb4b5c792cc47f390aece4ed5e3ff5289cedc98	0ddd1d4b6d49b0e3a61a96d77db7a9d8369a248f5d0b8f4dd9171151be4a2eb1	7745b2adff6f1971d0a395c5deb4b5c792cc47f390aece4ed5e3ff5289cedc98	0ddd1d4b6d49b0e3a61a96d77db7a9d8369a248f5d0b8f4dd9171151be4a2eb1	7745b2adff6f1971d0a395c5deb4b5c792cc47f390aece4ed5e3ff5289cedc98	0ddd1d4b6d49b0e3a61a96d77db7a9d8369a248f5d0b8f4dd9171151be4a2eb1
ybeZ	bd898f4b1d2b6a8b0e5b6c29c064bb9d03469de0b8b43d9bbbd90ba207c13db6	bd898f4b1d2b6a8b0e5b6c29c064bb9d03469de0b8b43d9bbbd90ba207c13db6	5f48a6d6e5f3cfc390ad539319a9d5c4eba386a92c3918f588010e6c314be9e5	bd898f4b1d2b6a8b0e5b6c29c064bb9d03469de0b8b43d9bbbd90ba207c13db6	3025954b3be517cd7cf28b2b6e6ee515ad581ca3be52d56a6c26cc8d5858dc47	5f48a6d6e5f3cfc390ad539319a9d5c4eba386a92c3918f588010e6c314be9e5	3025954b3be517cd7cf28b2b6e6ee515ad581ca3be52d56a6c26cc8d5858dc47	5f48a6d6e5f3cfc390ad539319a9d5c4eba386a92c3918f588010e6c314be9e5	3025954b3be517cd7cf28b2b6e6ee515ad581ca3be52d56a6c26cc8d5858dc47	5f48a6d6e5f3cfc390ad539319a9d5c4eba386a92c3918f588010e6c314be9e5
ybfE	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca	6b7f7ae58ca489cc290b94d8c89b27594a5f931749afe83834516df369683dca
ybfF	e64f8b3a4880f5bb181b1298975c742d0951e7b4f5696a28711799878b0c2062	e64f8b3a4880f5bb181b1298975c742d0951e7b4f5696a28711799878b0c2062	9220f7755e6659e0ad486f5f6231c48cab0eccf54828d234330346374f9286b0	e64f8b3a4880f5bb181b1298975c742d0951e7b4f5696a28711799878b0c2062	c3469b57074e8ee1dd313ff50022bff628a588b8c5833f8b3f3667059a2f3841	9220f7755e6659e0ad486f5f6231c48cab0eccf54828d234330346374f9286b0	c3469b57074e8ee1dd313ff50022bff628a588b8c5833f8b3f3667059a2f3841	9220f7755e6659e0ad486f5f6231c48cab0eccf54828d234330346374f9286b0	c3469b57074e8ee1dd313ff50022bff628a588b8c5833f8b3f3667059a2f3841	9220f7755e6659e0ad486f5f6231c48cab0eccf54828d234330346374f9286b0
ybgC	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444	44b2f26d352d27e9f1b01dae8055d8e09b783f9a678c07e3e4c9dbb35c95c444
ybgI	8c06346b5ae4dea94815285d587d1d3dd0f06aab5a063d82b8c8c79e383963f9	8c06346b5ae4dea94815285d587d1d3dd0f06aab5a063d82b8c8c79e383963f9	40a17fc80d34ed1c421717685e02fcfdb518f2e8ce9fecd3777c41eedf689ac5	8c06346b5ae4dea94815285d587d1d3dd0f06aab5a063d82b8c8c79e383963f9	972ddc10ba8b73fa59a564067d5ac7ad77fd275cdd6477f7940e64d57566ee96	40a17fc80d34ed1c421717685e02fcfdb518f2e8ce9fecd3777c41eedf689ac5	972ddc10ba8b73fa59a564067d5ac7ad77fd275cdd6477f7940e64d57566ee96	40a17fc80d34ed1c421717685e02fcfdb518f2e8ce9fecd3777c41eedf689ac5	972ddc10ba8b73fa59a564067d5ac7ad77fd275cdd6477f7940e64d57566ee96	40a17fc80d34ed1c421717685e02fcfdb518f2e8ce9fecd3777c41eedf689ac5
ybgJ	018a06ee27e27942b1f67759209b412732bce4081b7e0ea3f4560bb3db0ddc5a	018a06ee27e27942b1f67759209b412732bce4081b7e0ea3f4560bb3db0ddc5a	4a6e88637642540f580ed61ea6242b2e93974dbf85153bf07c3affed9cf3b8a5	018a06ee27e27942b1f67759209b412732bce4081b7e0ea3f4560bb3db0ddc5a	dca89d089078273dbd3a2969f1550b0f151128a1312227f5377e1e0cc58d5bf4	4a6e88637642540f580ed61ea6242b2e93974dbf85153bf07c3affed9cf3b8a5	dca89d089078273dbd3a2969f1550b0f151128a1312227f5377e1e0cc58d5bf4	4a6e88637642540f580ed61ea6242b2e93974dbf85153bf07c3affed9cf3b8a5	dca89d089078273dbd3a2969f1550b0f151128a1312227f5377e1e0cc58d5bf4	3d3a5321244b0b9b92d4dcb4f3d46a07ef095371d06253573e3fbf0f08dc05e4
ybhA_1	dc963a6a5333a2562c4ba4561d688765e1cc95d372173bc6ac4de6cb2abcf970	dc963a6a5333a2562c4ba4561d688765e1cc95d372173bc6ac4de6cb2abcf970	5b3303ce2dc9f19c4ad0968f5fddca38ccefbaa3e7f50b0c0c689eaa9cdbcafb	dc963a6a5333a2562c4ba4561d688765e1cc95d372173bc6ac4de6cb2abcf970	524e90169ecfd5fed5d295d945807fb007166a79c7c4c50d3f9417bc1b3d2a00	5b3303ce2dc9f19c4ad0968f5fddca38ccefbaa3e7f50b0c0c689eaa9cdbcafb	524e90169ecfd5fed5d295d945807fb007166a79c7c4c50d3f9417bc1b3d2a00	5b3303ce2dc9f19c4ad0968f5fddca38ccefbaa3e7f50b0c0c689eaa9cdbcafb	524e90169ecfd5fed5d295d945807fb007166a79c7c4c50d3f9417bc1b3d2a00	5b3303ce2dc9f19c4ad0968f5fddca38ccefbaa3e7f50b0c0c689eaa9cdbcafb
ybhC	4ab1e4e48ea3fce3c06b2cb18549cb3befca9f5dca61c812c1da3b4089804b19	4ab1e4e48ea3fce3c06b2cb18549cb3befca9f5dca61c812c1da3b4089804b19	94b0581dc6c5f8c90a551fc0c97f32cfe162980e7257f42a4c08bdb9324fe9d9	4ab1e4e48ea3fce3c06b2cb18549cb3befca9f5dca61c812c1da3b4089804b19	bf9c322e3f0ae5ecb91c328d1105274ca2c541e10ee5f9cf63ee49dba412327c	94b0581dc6c5f8c90a551fc0c97f32cfe162980e7257f42a4c08bdb9324fe9d9	bf9c322e3f0ae5ecb91c328d1105274ca2c541e10ee5f9cf63ee49dba412327c	94b0581dc6c5f8c90a551fc0c97f32cfe162980e7257f42a4c08bdb9324fe9d9	bf9c322e3f0ae5ecb91c328d1105274ca2c541e10ee5f9cf63ee49dba412327c	94b0581dc6c5f8c90a551fc0c97f32cfe162980e7257f42a4c08bdb9324fe9d9
ybhF	18343e355e36d4c86ace7ed3013ec98f3f904bac5b06fe29aaf8223d7507df0f	18343e355e36d4c86ace7ed3013ec98f3f904bac5b06fe29aaf8223d7507df0f	237004461868f09919ae8849a299b770d22046e0dd8d70b1901387fb9c9486b7	18343e355e36d4c86ace7ed3013ec98f3f904bac5b06fe29aaf8223d7507df0f	cf6ca163c61e46db5a02514a7a255fd7c4d020213f040c2d3decc895c2dad2a3	237004461868f09919ae8849a299b770d22046e0dd8d70b1901387fb9c9486b7	cf6ca163c61e46db5a02514a7a255fd7c4d020213f040c2d3decc895c2dad2a3	237004461868f09919ae8849a299b770d22046e0dd8d70b1901387fb9c9486b7	eff8f837d6da91afc62f15bf86984f0d6a4eb6be1616387ccbbb55da3e687474	237004461868f09919ae8849a299b770d22046e0dd8d70b1901387fb9c9486b7
ybhK	92ed45c2aade621c4a5a21e534f28adf4a5335789a7c9b786c4420eed5f0272c	92ed45c2aade621c4a5a21e534f28adf4a5335789a7c9b786c4420eed5f0272c	49881da065735297d4d7e528d5897dc04a7a9e3ad97ed49e631266a6908bb28e	92ed45c2aade621c4a5a21e534f28adf4a5335789a7c9b786c4420eed5f0272c	e8ffd528c34a40e01c0d250860de2e926d244f8eb626856886724908a4423aad	49881da065735297d4d7e528d5897dc04a7a9e3ad97ed49e631266a6908bb28e	e8ffd528c34a40e01c0d250860de2e926d244f8eb626856886724908a4423aad	49881da065735297d4d7e528d5897dc04a7a9e3ad97ed49e631266a6908bb28e	e8ffd528c34a40e01c0d250860de2e926d244f8eb626856886724908a4423aad	49881da065735297d4d7e528d5897dc04a7a9e3ad97ed49e631266a6908bb28e
ybhL_1	d32dab01a7d907fef4fd67b7912d630a537a47fb6b06ea83ca5400b8a821b792	d32dab01a7d907fef4fd67b7912d630a537a47fb6b06ea83ca5400b8a821b792	6c835bb111a886aa198449bfc518e811c4b3b1bbea9611cfdda0ac41c17b74f6	d32dab01a7d907fef4fd67b7912d630a537a47fb6b06ea83ca5400b8a821b792	d905bd2d98506ecc794a827060756d4cc1506d8843296962e139359fcd816dc0	6c835bb111a886aa198449bfc518e811c4b3b1bbea9611cfdda0ac41c17b74f6	d905bd2d98506ecc794a827060756d4cc1506d8843296962e139359fcd816dc0	6c835bb111a886aa198449bfc518e811c4b3b1bbea9611cfdda0ac41c17b74f6	d905bd2d98506ecc794a827060756d4cc1506d8843296962e139359fcd816dc0	6c835bb111a886aa198449bfc518e811c4b3b1bbea9611cfdda0ac41c17b74f6
ybhN	aa14db844fe3544871eb5b474294ffc4d0cd817a423c2387693677118eebf4e8	aa14db844fe3544871eb5b474294ffc4d0cd817a423c2387693677118eebf4e8	6b9f537cef8a4fb93a47677fcf2e81677edb667535881cdab7f58e1a0762cdd8	aa14db844fe3544871eb5b474294ffc4d0cd817a423c2387693677118eebf4e8	d6d0dc04da7db97665cc5dcf468fce32286d38bd595c46a842423f79a424319c	6b9f537cef8a4fb93a47677fcf2e81677edb667535881cdab7f58e1a0762cdd8	d6d0dc04da7db97665cc5dcf468fce32286d38bd595c46a842423f79a424319c	6b9f537cef8a4fb93a47677fcf2e81677edb667535881cdab7f58e1a0762cdd8	d6d0dc04da7db97665cc5dcf468fce32286d38bd595c46a842423f79a424319c	6b9f537cef8a4fb93a47677fcf2e81677edb667535881cdab7f58e1a0762cdd8
ybhQ	88d3dfb52c5cce67023a0b6ad3ccd09ca51a7adbe66c67e6c1525c230671f35b	88d3dfb52c5cce67023a0b6ad3ccd09ca51a7adbe66c67e6c1525c230671f35b	bd6bb58d2bf54ab07a751b879ef5384f4038b69623fae6ed4208f033fc2b9cce	88d3dfb52c5cce67023a0b6ad3ccd09ca51a7adbe66c67e6c1525c230671f35b	fb1745b6792778b72045e9a8a494db07ac1dab92adfbbfe5a828e3b9d3698687	bd6bb58d2bf54ab07a751b879ef5384f4038b69623fae6ed4208f033fc2b9cce	fb1745b6792778b72045e9a8a494db07ac1dab92adfbbfe5a828e3b9d3698687	bd6bb58d2bf54ab07a751b879ef5384f4038b69623fae6ed4208f033fc2b9cce	fb1745b6792778b72045e9a8a494db07ac1dab92adfbbfe5a828e3b9d3698687	bd6bb58d2bf54ab07a751b879ef5384f4038b69623fae6ed4208f033fc2b9cce
ybhR	a9a1be99eb2ed4ffb928b3368db1d6e34cf5110e357a046e174a4a0cb6da881f	a9a1be99eb2ed4ffb928b3368db1d6e34cf5110e357a046e174a4a0cb6da881f	ee73315e991358d8e334b0e43988f6b7167a087a88374aad207946b409520360	a9a1be99eb2ed4ffb928b3368db1d6e34cf5110e357a046e174a4a0cb6da881f	93330aa02887386b9a6c56fa1b98c94d42c79c37a3eeaea85f5d627b9d815a56	ee73315e991358d8e334b0e43988f6b7167a087a88374aad207946b409520360	93330aa02887386b9a6c56fa1b98c94d42c79c37a3eeaea85f5d627b9d815a56	ee73315e991358d8e334b0e43988f6b7167a087a88374aad207946b409520360	93330aa02887386b9a6c56fa1b98c94d42c79c37a3eeaea85f5d627b9d815a56	ee73315e991358d8e334b0e43988f6b7167a087a88374aad207946b409520360
ybhS	238bfc76d77ee6f77a2be101055cca7e28b1af0ac139326c48114708dcef8950	238bfc76d77ee6f77a2be101055cca7e28b1af0ac139326c48114708dcef8950	e142246e46f4f8735ecdf98d817480f64d9d322a917f8a9ce9e9a94e3e2410a5	238bfc76d77ee6f77a2be101055cca7e28b1af0ac139326c48114708dcef8950	de2d97195547063d3a57afdd9b2387a55af1703a557cead9d87442b92048fb24	e142246e46f4f8735ecdf98d817480f64d9d322a917f8a9ce9e9a94e3e2410a5	de2d97195547063d3a57afdd9b2387a55af1703a557cead9d87442b92048fb24	e142246e46f4f8735ecdf98d817480f64d9d322a917f8a9ce9e9a94e3e2410a5	de2d97195547063d3a57afdd9b2387a55af1703a557cead9d87442b92048fb24	e142246e46f4f8735ecdf98d817480f64d9d322a917f8a9ce9e9a94e3e2410a5
